checkpoint,dataset,layer,aggregation,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var
21B,Chinese,layer_0,last,19.5528,6.7784,1.14879,0.3271,0.643,0.7666,0.8825,0.9332,0.966,0.991,0.9982,1.0
21B,Chinese,layer_1,last,40.4576,9.7708,0.966836,0.2844,0.5201,0.6297,0.7611,0.8414,0.9059,0.9676,0.992,1.0
21B,Chinese,layer_2,last,7.7076,2.2055,0.904755,0.6692,0.7955,0.8427,0.8942,0.9267,0.954,0.982,0.9949,1.0
21B,Chinese,layer_3,last,3.9108,1.5616,0.874682,0.7989,0.8749,0.9026,0.9344,0.9545,0.9708,0.988,0.9964,1.0
21B,Chinese,layer_4,last,3.4707,1.4838,0.845799,0.8199,0.8884,0.9126,0.9412,0.9593,0.9738,0.989,0.9966,1.0
21B,Chinese,layer_5,last,3.9646,1.5605,0.829405,0.7993,0.8735,0.8998,0.9314,0.952,0.9689,0.9868,0.9958,1.0
21B,Chinese,layer_6,last,4.6531,1.6646,0.82152,0.7735,0.855,0.8847,0.9202,0.9435,0.9628,0.9836,0.9947,1.0
21B,Chinese,layer_7,last,7.6841,2.0554,0.79385,0.6951,0.7893,0.8272,0.877,0.912,0.9419,0.9743,0.9916,1.0
21B,Chinese,layer_8,last,12.3133,2.6046,0.774856,0.6161,0.7227,0.7712,0.8357,0.8815,0.9207,0.9642,0.988,0.9999
21B,Chinese,layer_9,last,20.1561,3.544,0.762122,0.5253,0.6518,0.71,0.7903,0.8477,0.8976,0.9531,0.984,0.9999
21B,Chinese,layer_10,last,37.8356,5.6125,0.771464,0.4134,0.5457,0.6139,0.7158,0.7938,0.8639,0.9382,0.9786,0.9999
21B,Chinese,layer_11,last,56.2979,8.2248,0.742266,0.3366,0.4762,0.5532,0.6683,0.7583,0.8381,0.9252,0.9737,0.9998
21B,Chinese,layer_12,last,99.7567,17.2209,0.739125,0.2223,0.3556,0.4429,0.5818,0.6987,0.8044,0.9097,0.9678,0.9998
21B,Chinese,layer_13,last,127.6027,25.5066,0.719561,0.1735,0.3099,0.3996,0.5443,0.6654,0.7773,0.8952,0.962,0.9998
21B,Chinese,layer_14,last,137.4414,26.0389,0.702994,0.1721,0.309,0.3951,0.5333,0.6477,0.7556,0.88,0.9552,0.9997
21B,Chinese,layer_15,last,160.0501,37.4691,0.702819,0.1316,0.2694,0.363,0.5113,0.6315,0.7439,0.8746,0.9531,0.9997
21B,Chinese,layer_16,last,178.1837,48.5092,0.678791,0.1038,0.2435,0.3386,0.4947,0.6175,0.733,0.8679,0.9501,0.9997
21B,Chinese,layer_17,last,182.8094,52.4222,0.66846,0.091,0.2401,0.3383,0.4955,0.6155,0.7286,0.8633,0.9477,0.9996
21B,Chinese,layer_18,last,193.2352,56.6483,0.654977,0.0819,0.2335,0.3298,0.4855,0.6042,0.7176,0.8549,0.9437,0.9996
21B,Chinese,layer_19,last,206.1592,62.3834,0.644274,0.0704,0.2239,0.3185,0.4734,0.5912,0.704,0.8459,0.9399,0.9996
21B,Chinese,layer_20,last,209.939,65.6514,0.637423,0.0643,0.2169,0.3158,0.4734,0.5902,0.7028,0.8431,0.9381,0.9996
21B,Chinese,layer_21,last,231.0888,71.4596,0.61946,0.0631,0.2068,0.3024,0.452,0.5648,0.6776,0.8267,0.9313,0.9995
21B,Chinese,layer_22,last,231.9637,69.682,0.618482,0.0706,0.208,0.3038,0.4508,0.5613,0.6735,0.8255,0.9309,0.9995
21B,Chinese,layer_23,last,235.6019,69.8952,0.635518,0.0744,0.2051,0.2989,0.4446,0.5559,0.6694,0.8241,0.9307,0.9995
21B,Chinese,layer_24,last,238.0021,68.9421,0.622628,0.0782,0.2056,0.2964,0.4371,0.5489,0.6653,0.8242,0.9313,0.9995
21B,Chinese,layer_25,last,225.8276,64.8047,0.630782,0.0816,0.2141,0.3049,0.448,0.5627,0.6785,0.8323,0.9346,0.9995
21B,Chinese,layer_26,last,220.1277,65.9714,0.648173,0.0775,0.2144,0.3049,0.4496,0.5683,0.6889,0.8421,0.9395,0.9996
21B,Chinese,layer_27,last,213.898,64.3965,0.669449,0.0771,0.2185,0.3116,0.4572,0.5755,0.6952,0.8462,0.9414,0.9996
21B,Chinese,layer_28,last,201.1938,59.4659,0.657624,0.0801,0.2306,0.3298,0.4738,0.5898,0.706,0.8517,0.9435,0.9996
21B,Chinese,layer_29,last,176.7272,46.5431,0.662387,0.1019,0.2639,0.3641,0.5023,0.6127,0.7227,0.8606,0.947,0.9996
21B,Chinese,layer_0,mean,122.1385,30.7243,0.913176,0.1478,0.3023,0.3923,0.5401,0.6676,0.7948,0.9275,0.9824,0.9999
21B,Chinese,layer_1,mean,102.8448,19.0736,0.827792,0.2092,0.3433,0.4288,0.5704,0.688,0.8022,0.9217,0.9768,0.9999
21B,Chinese,layer_2,mean,89.6548,13.094,0.764636,0.2633,0.3836,0.462,0.5878,0.6918,0.7949,0.9106,0.9709,0.9998
21B,Chinese,layer_3,mean,81.1605,10.85,0.727754,0.292,0.4152,0.4875,0.6019,0.6966,0.7917,0.904,0.967,0.9998
21B,Chinese,layer_4,mean,78.503,10.5086,0.704533,0.295,0.4309,0.502,0.6106,0.6995,0.7896,0.8996,0.9644,0.9998
21B,Chinese,layer_5,mean,74.9901,10.0538,0.68855,0.3005,0.4471,0.5165,0.6204,0.704,0.7899,0.8973,0.9627,0.9998
21B,Chinese,layer_6,mean,67.6437,8.3163,0.670051,0.3356,0.4696,0.5313,0.6266,0.7046,0.7874,0.8936,0.9607,0.9998
21B,Chinese,layer_7,mean,43.3208,5.2368,0.662464,0.4312,0.5407,0.5942,0.6773,0.7442,0.8149,0.9062,0.9649,0.9998
21B,Chinese,layer_8,mean,36.5991,4.4124,0.648482,0.4721,0.5662,0.6149,0.6911,0.7528,0.8191,0.9067,0.9646,0.9998
21B,Chinese,layer_9,mean,26.8952,3.4787,0.635639,0.5336,0.6125,0.654,0.7195,0.7736,0.8327,0.9124,0.9664,0.9998
21B,Chinese,layer_10,mean,20.4439,2.9236,0.64343,0.5831,0.6507,0.6878,0.7466,0.7951,0.848,0.9197,0.9688,0.9998
21B,Chinese,layer_11,mean,15.3427,2.478,0.617849,0.6341,0.6905,0.7219,0.7722,0.8145,0.8612,0.9258,0.9709,0.9998
21B,Chinese,layer_12,mean,14.3785,2.3987,0.61725,0.6446,0.6974,0.7291,0.7793,0.8211,0.8661,0.9282,0.9717,0.9998
21B,Chinese,layer_13,mean,16.362,2.5517,0.628825,0.6248,0.68,0.7129,0.7656,0.8095,0.8569,0.9229,0.9694,0.9998
21B,Chinese,layer_14,mean,16.9756,2.5487,0.593263,0.6253,0.6766,0.7062,0.7547,0.7973,0.8457,0.9156,0.9662,0.9998
21B,Chinese,layer_15,mean,20.1081,2.7843,0.594786,0.5981,0.6521,0.6844,0.737,0.7833,0.8353,0.9102,0.964,0.9997
21B,Chinese,layer_16,mean,24.6632,3.1174,0.595264,0.5649,0.622,0.6569,0.7147,0.7655,0.8221,0.9031,0.9612,0.9997
21B,Chinese,layer_17,mean,29.5262,3.4677,0.609406,0.5352,0.5966,0.6327,0.6946,0.7488,0.8096,0.8962,0.9583,0.9997
21B,Chinese,layer_18,mean,36.4204,3.981,0.59653,0.4989,0.5655,0.6037,0.6706,0.73,0.7962,0.8893,0.9556,0.9997
21B,Chinese,layer_19,mean,42.3922,4.3979,0.591842,0.4743,0.5436,0.5825,0.6511,0.7132,0.7829,0.8818,0.9524,0.9997
21B,Chinese,layer_20,mean,50.0897,5.0208,0.590898,0.443,0.5192,0.5601,0.6324,0.698,0.7716,0.8755,0.9498,0.9996
21B,Chinese,layer_21,mean,60.9658,6.0239,0.595927,0.4029,0.4887,0.5335,0.6116,0.6818,0.7605,0.8704,0.9478,0.9996
21B,Chinese,layer_22,mean,71.8429,7.1699,0.613254,0.3673,0.4636,0.5117,0.5941,0.6679,0.7506,0.8653,0.9458,0.9996
21B,Chinese,layer_23,mean,85.2182,9.1191,0.608175,0.3224,0.4329,0.489,0.5818,0.6617,0.7479,0.8648,0.9457,0.9996
21B,Chinese,layer_24,mean,101.3568,11.5414,0.632815,0.2831,0.4006,0.4613,0.5602,0.6453,0.7376,0.8611,0.9447,0.9996
21B,Chinese,layer_25,mean,114.6146,14.8937,0.625771,0.2438,0.3742,0.4444,0.5531,0.6428,0.7375,0.8622,0.9453,0.9996
21B,Chinese,layer_26,mean,134.4449,20.8972,0.63947,0.1981,0.3367,0.4156,0.5352,0.632,0.733,0.8623,0.946,0.9996
21B,Chinese,layer_27,mean,150.5234,28.5492,0.644846,0.1574,0.3097,0.3965,0.5248,0.6259,0.7295,0.8611,0.9456,0.9996
21B,Chinese,layer_28,mean,166.0664,33.3922,0.639149,0.1444,0.2854,0.3777,0.5088,0.6116,0.7171,0.8537,0.9426,0.9996
21B,Chinese,layer_29,mean,128.4166,18.8419,0.63566,0.214,0.3391,0.4235,0.5461,0.6406,0.7365,0.8626,0.9459,0.9996
21B,French,layer_0,last,5.7116,2.8852,1.421953,0.5616,0.8556,0.9425,0.989,0.9952,0.9987,0.9998,1.0,1.0
21B,French,layer_1,last,25.3287,6.8573,1.057907,0.3315,0.6176,0.7076,0.8183,0.8868,0.9376,0.9811,0.996,1.0
21B,French,layer_2,last,6.9001,2.3124,0.960438,0.6442,0.8232,0.8636,0.9114,0.9418,0.9652,0.9874,0.9967,1.0
21B,French,layer_3,last,3.6863,1.5969,0.908191,0.7877,0.8898,0.9138,0.9434,0.9624,0.9773,0.9913,0.9975,1.0
21B,French,layer_4,last,3.3192,1.5006,0.889282,0.8142,0.8982,0.9204,0.9476,0.9653,0.9789,0.9917,0.9975,1.0
21B,French,layer_5,last,3.8503,1.5882,0.883813,0.791,0.8815,0.9063,0.9372,0.958,0.9741,0.9895,0.9968,1.0
21B,French,layer_6,last,4.5058,1.697,0.859144,0.7646,0.8639,0.8924,0.9264,0.9495,0.9682,0.9867,0.9958,1.0
21B,French,layer_7,last,7.5329,2.1141,0.821642,0.6833,0.7979,0.835,0.8815,0.9167,0.9468,0.9775,0.9929,1.0
21B,French,layer_8,last,11.6711,2.6349,0.801891,0.61,0.7373,0.783,0.8417,0.8872,0.927,0.9685,0.9898,0.9999
21B,French,layer_9,last,19.7714,3.6846,0.789209,0.5111,0.6611,0.7185,0.7924,0.8509,0.9025,0.9574,0.986,0.9999
21B,French,layer_10,last,37.638,5.9651,0.787819,0.3946,0.5571,0.6244,0.7182,0.794,0.8652,0.9409,0.9802,0.9999
21B,French,layer_11,last,54.7571,8.763,0.756162,0.3174,0.4951,0.5695,0.6767,0.7622,0.8421,0.929,0.9757,0.9999
21B,French,layer_12,last,99.5241,18.5266,0.75168,0.2038,0.3718,0.4522,0.5826,0.6954,0.8024,0.9119,0.9694,0.9998
21B,French,layer_13,last,128.4969,28.0042,0.728688,0.1537,0.3219,0.4046,0.5446,0.663,0.7763,0.8971,0.9633,0.9998
21B,French,layer_14,last,138.9038,29.9547,0.696591,0.1458,0.3164,0.3978,0.5358,0.6489,0.7576,0.8831,0.957,0.9997
21B,French,layer_15,last,158.5487,40.0517,0.692801,0.1138,0.2829,0.3703,0.5142,0.634,0.7463,0.8772,0.9546,0.9997
21B,French,layer_16,last,180.1533,51.4481,0.697436,0.0912,0.2506,0.3428,0.4903,0.615,0.7314,0.8676,0.9505,0.9997
21B,French,layer_17,last,185.859,55.2772,0.669838,0.0794,0.2454,0.3408,0.4881,0.6112,0.7264,0.8625,0.9477,0.9996
21B,French,layer_18,last,196.3584,59.4739,0.676129,0.0709,0.2369,0.3319,0.4766,0.5985,0.7154,0.8555,0.9445,0.9996
21B,French,layer_19,last,200.1536,62.1367,0.652958,0.0635,0.2301,0.3271,0.4755,0.5976,0.7133,0.8526,0.9428,0.9996
21B,French,layer_20,last,205.309,65.8728,0.651204,0.0631,0.2195,0.3167,0.4703,0.5937,0.7123,0.852,0.9419,0.9996
21B,French,layer_21,last,215.204,68.4871,0.653594,0.0633,0.2145,0.3109,0.4624,0.5829,0.7003,0.8428,0.9376,0.9996
21B,French,layer_22,last,213.0758,65.2738,0.634475,0.0726,0.2177,0.3115,0.4663,0.5844,0.7,0.842,0.9372,0.9996
21B,French,layer_23,last,209.9105,62.1448,0.647276,0.0782,0.2232,0.3192,0.4715,0.586,0.6996,0.8411,0.9367,0.9995
21B,French,layer_24,last,206.3061,59.2428,0.635716,0.0829,0.2292,0.3255,0.4739,0.5861,0.6995,0.8431,0.938,0.9996
21B,French,layer_25,last,195.8127,54.4047,0.66008,0.0902,0.2391,0.3342,0.483,0.5962,0.7092,0.8499,0.9411,0.9996
21B,French,layer_26,last,191.6201,52.6087,0.658745,0.0946,0.2419,0.3343,0.481,0.5984,0.7144,0.8561,0.9446,0.9996
21B,French,layer_27,last,172.0075,43.1465,0.669173,0.1134,0.2642,0.3567,0.5025,0.6181,0.7303,0.8654,0.9487,0.9997
21B,French,layer_28,last,142.2355,30.4722,0.682353,0.15,0.3036,0.3955,0.5378,0.6489,0.7546,0.8791,0.9544,0.9997
21B,French,layer_29,last,120.5237,23.0687,0.688634,0.1818,0.3376,0.4291,0.5677,0.6732,0.7728,0.8885,0.958,0.9997
21B,French,layer_0,mean,107.572,22.3694,0.916103,0.1879,0.328,0.4129,0.5555,0.6775,0.8022,0.9322,0.9835,0.9999
21B,French,layer_1,mean,79.8856,12.2944,0.842199,0.2733,0.386,0.4636,0.6001,0.713,0.8221,0.9325,0.9801,0.9999
21B,French,layer_2,mean,68.5402,9.0335,0.770833,0.3241,0.4326,0.5009,0.6197,0.7174,0.8142,0.9209,0.9741,0.9999
21B,French,layer_3,mean,69.9073,9.1538,0.732301,0.3202,0.4414,0.5096,0.6212,0.7133,0.805,0.9115,0.9694,0.9998
21B,French,layer_4,mean,71.7912,9.6151,0.70677,0.3088,0.448,0.5143,0.6221,0.7108,0.7989,0.9047,0.966,0.9998
21B,French,layer_5,mean,77.477,10.8627,0.692281,0.285,0.4389,0.506,0.6175,0.7059,0.7928,0.8993,0.9632,0.9998
21B,French,layer_6,mean,76.7836,10.1254,0.673919,0.2975,0.4481,0.5097,0.6122,0.6975,0.7837,0.8926,0.9602,0.9997
21B,French,layer_7,mean,57.772,7.0626,0.670015,0.3663,0.4932,0.55,0.6434,0.7216,0.8012,0.9008,0.9628,0.9998
21B,French,layer_8,mean,55.736,6.4186,0.65867,0.388,0.4953,0.552,0.6426,0.7191,0.7971,0.8972,0.9611,0.9997
21B,French,layer_9,mean,43.7902,4.9616,0.644409,0.4448,0.5353,0.5844,0.6643,0.7331,0.8047,0.8993,0.9616,0.9997
21B,French,layer_10,mean,36.3762,4.2329,0.639967,0.4831,0.5611,0.6071,0.6825,0.748,0.8153,0.9041,0.9631,0.9997
21B,French,layer_11,mean,29.7377,3.5957,0.645403,0.5253,0.591,0.6316,0.6993,0.759,0.8217,0.9067,0.9638,0.9998
21B,French,layer_12,mean,30.7201,3.6856,0.633001,0.5189,0.5824,0.6251,0.6972,0.7594,0.8226,0.9072,0.964,0.9998
21B,French,layer_13,mean,37.5771,4.2063,0.630785,0.4852,0.5512,0.5965,0.6732,0.7397,0.8083,0.8996,0.961,0.9997
21B,French,layer_14,mean,39.9242,4.185,0.60788,0.4868,0.5456,0.5852,0.6551,0.7189,0.789,0.8875,0.9558,0.9997
21B,French,layer_15,mean,47.6031,4.7686,0.609434,0.4556,0.5168,0.5599,0.6348,0.7031,0.7777,0.8817,0.9536,0.9997
21B,French,layer_16,mean,58.0837,5.5694,0.625163,0.4209,0.4845,0.5296,0.6095,0.6824,0.7626,0.8738,0.9505,0.9997
21B,French,layer_17,mean,70.6396,6.6602,0.611506,0.384,0.4521,0.4999,0.5853,0.6637,0.7495,0.8674,0.948,0.9996
21B,French,layer_18,mean,81.387,7.5467,0.623554,0.3601,0.4305,0.478,0.5643,0.6453,0.7349,0.8597,0.9449,0.9996
21B,French,layer_19,mean,91.4864,8.4009,0.603921,0.3407,0.4115,0.4596,0.5464,0.6288,0.7219,0.8526,0.9422,0.9996
21B,French,layer_20,mean,104.5407,9.8556,0.60345,0.3133,0.3898,0.4398,0.5296,0.6154,0.7116,0.8472,0.94,0.9996
21B,French,layer_21,mean,118.5424,11.7446,0.606205,0.2852,0.3682,0.4204,0.514,0.6027,0.7028,0.8435,0.9386,0.9996
21B,French,layer_22,mean,136.6953,14.7282,0.609548,0.2519,0.3432,0.3978,0.4954,0.5875,0.6928,0.8394,0.9372,0.9996
21B,French,layer_23,mean,150.1862,17.8163,0.612868,0.2258,0.325,0.3831,0.4859,0.5809,0.6885,0.8375,0.9366,0.9996
21B,French,layer_24,mean,168.3802,22.5984,0.620611,0.1964,0.301,0.361,0.468,0.5683,0.6815,0.8362,0.9366,0.9996
21B,French,layer_25,mean,180.9307,29.0527,0.632231,0.167,0.281,0.3482,0.4637,0.5689,0.6851,0.8398,0.9385,0.9996
21B,French,layer_26,mean,195.4927,39.9781,0.649704,0.1325,0.2545,0.3305,0.4558,0.5684,0.6897,0.8455,0.9416,0.9996
21B,French,layer_27,mean,200.5403,46.9655,0.655482,0.1135,0.2435,0.3262,0.4569,0.5712,0.6932,0.8478,0.9427,0.9996
21B,French,layer_28,mean,191.4457,43.7916,0.655953,0.1211,0.2458,0.3369,0.4719,0.5844,0.702,0.8511,0.9437,0.9996
21B,French,layer_29,mean,165.1226,31.174,0.650921,0.1553,0.2823,0.3736,0.5018,0.6062,0.7155,0.8561,0.9451,0.9996
21B,Indonesian,layer_0,last,5.6574,2.7505,1.427365,0.5801,0.8594,0.9346,0.986,0.9933,0.9976,0.9997,0.9999,1.0
21B,Indonesian,layer_1,last,23.7742,6.3096,1.047433,0.3427,0.6381,0.7144,0.8205,0.8827,0.9334,0.9795,0.9957,1.0
21B,Indonesian,layer_2,last,5.232,1.9548,0.951747,0.707,0.8595,0.8896,0.9282,0.9517,0.9706,0.9893,0.9973,1.0
21B,Indonesian,layer_3,last,2.8829,1.4307,0.918007,0.834,0.9187,0.9359,0.9576,0.9712,0.9821,0.9932,0.9982,1.0
21B,Indonesian,layer_4,last,2.6535,1.376,0.9066,0.851,0.926,0.9415,0.9611,0.9737,0.9836,0.9936,0.9982,1.0
21B,Indonesian,layer_5,last,2.9685,1.4419,0.904209,0.8309,0.9165,0.9335,0.9553,0.9695,0.9808,0.9924,0.9979,1.0
21B,Indonesian,layer_6,last,3.4022,1.5316,0.867541,0.8053,0.9036,0.9233,0.9477,0.9639,0.9768,0.9906,0.9972,1.0
21B,Indonesian,layer_7,last,5.0686,1.8197,0.848405,0.7366,0.8584,0.8846,0.9193,0.9435,0.9634,0.985,0.9955,1.0
21B,Indonesian,layer_8,last,7.3065,2.1887,0.825674,0.6681,0.8154,0.8478,0.8923,0.9234,0.9497,0.9786,0.9934,1.0
21B,Indonesian,layer_9,last,10.9164,2.7407,0.81032,0.5923,0.7637,0.8041,0.8594,0.8988,0.9331,0.9712,0.9909,1.0
21B,Indonesian,layer_10,last,19.897,3.9866,0.814943,0.4835,0.674,0.7245,0.7989,0.8555,0.9061,0.9594,0.9869,0.9999
21B,Indonesian,layer_11,last,30.1109,5.4363,0.776872,0.4058,0.609,0.6677,0.7541,0.8205,0.8813,0.9472,0.9826,0.9999
21B,Indonesian,layer_12,last,59.1318,9.9963,0.767905,0.2869,0.4805,0.5518,0.661,0.7559,0.8431,0.93,0.9762,0.9999
21B,Indonesian,layer_13,last,80.1517,14.0063,0.744971,0.2342,0.424,0.5012,0.619,0.7203,0.8162,0.9162,0.9707,0.9998
21B,Indonesian,layer_14,last,81.9884,13.7277,0.732195,0.2368,0.4304,0.5046,0.6174,0.712,0.8029,0.9065,0.9666,0.9998
21B,Indonesian,layer_15,last,103.37,18.8372,0.709508,0.1961,0.3782,0.4627,0.5854,0.6877,0.7848,0.8969,0.9629,0.9998
21B,Indonesian,layer_16,last,125.2267,24.5151,0.71056,0.1679,0.3372,0.4251,0.5541,0.662,0.7649,0.8851,0.9579,0.9997
21B,Indonesian,layer_17,last,134.5805,28.1133,0.682692,0.1525,0.3244,0.4144,0.5472,0.6551,0.7575,0.879,0.955,0.9997
21B,Indonesian,layer_18,last,143.1776,30.5906,0.671474,0.1446,0.3153,0.4034,0.5381,0.6453,0.7481,0.8723,0.9519,0.9997
21B,Indonesian,layer_19,last,155.8538,34.8558,0.663044,0.1318,0.2991,0.3872,0.5247,0.6315,0.7354,0.8649,0.9488,0.9997
21B,Indonesian,layer_20,last,168.154,41.1818,0.655285,0.1141,0.2776,0.3733,0.5142,0.6221,0.7288,0.8597,0.9461,0.9996
21B,Indonesian,layer_21,last,194.2964,48.9441,0.631702,0.0987,0.2566,0.3504,0.4861,0.5905,0.698,0.8394,0.9377,0.9996
21B,Indonesian,layer_22,last,204.9242,53.678,0.627072,0.0865,0.2451,0.3405,0.4756,0.5794,0.6878,0.8342,0.9356,0.9996
21B,Indonesian,layer_23,last,211.7355,55.6828,0.622609,0.0804,0.242,0.3363,0.4685,0.5708,0.6789,0.8294,0.9337,0.9996
21B,Indonesian,layer_24,last,217.5083,57.6174,0.623782,0.0805,0.24,0.3325,0.4606,0.562,0.672,0.8271,0.9334,0.9996
21B,Indonesian,layer_25,last,214.5289,58.1511,0.63199,0.0828,0.237,0.3294,0.462,0.5674,0.6796,0.8329,0.9358,0.9996
21B,Indonesian,layer_26,last,212.5013,60.3261,0.649089,0.0821,0.2292,0.3229,0.4605,0.5713,0.6871,0.8412,0.9401,0.9996
21B,Indonesian,layer_27,last,194.8731,54.2436,0.65942,0.0894,0.2429,0.3421,0.4833,0.5926,0.7043,0.8511,0.9442,0.9996
21B,Indonesian,layer_28,last,157.2163,41.6586,0.690924,0.1027,0.2835,0.3949,0.5358,0.6385,0.7399,0.8703,0.9516,0.9997
21B,Indonesian,layer_29,last,127.8593,31.5251,0.68069,0.1171,0.334,0.4471,0.579,0.6725,0.7645,0.883,0.9563,0.9997
21B,Indonesian,layer_0,mean,99.4464,19.8571,0.961527,0.1986,0.3478,0.4242,0.5559,0.6809,0.808,0.9386,0.9865,1.0
21B,Indonesian,layer_1,mean,70.8876,11.186,0.853921,0.279,0.4363,0.5025,0.6142,0.7167,0.822,0.9337,0.9815,0.9999
21B,Indonesian,layer_2,mean,59.9547,8.3868,0.792661,0.3319,0.4778,0.5363,0.6367,0.7275,0.8217,0.9266,0.9773,0.9999
21B,Indonesian,layer_3,mean,55.2963,7.6123,0.755102,0.3488,0.5017,0.5584,0.6508,0.7341,0.8206,0.9216,0.9743,0.9999
21B,Indonesian,layer_4,mean,50.7158,7.2602,0.72934,0.352,0.5257,0.5808,0.6676,0.7435,0.8231,0.9192,0.9725,0.9998
21B,Indonesian,layer_5,mean,49.5466,7.0344,0.711142,0.3562,0.5303,0.5838,0.6696,0.7435,0.821,0.9158,0.9705,0.9998
21B,Indonesian,layer_6,mean,43.1268,5.8331,0.692166,0.3995,0.5536,0.6027,0.6809,0.7492,0.8221,0.9141,0.9694,0.9998
21B,Indonesian,layer_7,mean,24.9791,3.6177,0.682623,0.5201,0.6309,0.6711,0.7354,0.792,0.8517,0.9272,0.9736,0.9998
21B,Indonesian,layer_8,mean,20.7642,3.0814,0.666986,0.5666,0.6529,0.6901,0.7487,0.8006,0.8559,0.9278,0.9734,0.9998
21B,Indonesian,layer_9,mean,15.4523,2.5638,0.652638,0.6227,0.6934,0.7252,0.7751,0.8197,0.8683,0.9328,0.9749,0.9998
21B,Indonesian,layer_10,mean,11.9995,2.2382,0.643988,0.6673,0.7252,0.7536,0.7984,0.8381,0.8811,0.9385,0.9767,0.9998
21B,Indonesian,layer_11,mean,9.4095,1.9856,0.647639,0.7089,0.7564,0.7804,0.8189,0.8533,0.8911,0.943,0.9782,0.9999
21B,Indonesian,layer_12,mean,8.9766,1.9398,0.629523,0.7174,0.7602,0.7837,0.8229,0.8572,0.8939,0.9442,0.9784,0.9999
21B,Indonesian,layer_13,mean,10.3071,2.0511,0.624636,0.6976,0.7414,0.7666,0.8089,0.8455,0.8849,0.9391,0.9763,0.9998
21B,Indonesian,layer_14,mean,10.6202,2.0492,0.603891,0.698,0.7388,0.7616,0.8005,0.8357,0.8755,0.933,0.9737,0.9998
21B,Indonesian,layer_15,mean,12.4769,2.1997,0.603132,0.6735,0.717,0.7417,0.7849,0.8232,0.866,0.9278,0.9715,0.9998
21B,Indonesian,layer_16,mean,15.3135,2.4161,0.61717,0.6425,0.6887,0.7154,0.7631,0.8056,0.8527,0.9206,0.9686,0.9998
21B,Indonesian,layer_17,mean,19.0155,2.6908,0.602441,0.6086,0.6581,0.6871,0.7398,0.787,0.839,0.9134,0.9657,0.9998
21B,Indonesian,layer_18,mean,22.3895,2.9257,0.599113,0.5834,0.6356,0.6654,0.7205,0.7709,0.8266,0.9065,0.9629,0.9997
21B,Indonesian,layer_19,mean,26.0075,3.1694,0.594127,0.5603,0.6146,0.6455,0.7026,0.7552,0.8142,0.8995,0.96,0.9997
21B,Indonesian,layer_20,mean,31.0296,3.5383,0.609144,0.5298,0.5902,0.6232,0.6836,0.74,0.8026,0.8931,0.9572,0.9997
21B,Indonesian,layer_21,mean,38.3456,4.0926,0.592729,0.4919,0.5601,0.5962,0.6609,0.7213,0.7887,0.8856,0.9542,0.9997
21B,Indonesian,layer_22,mean,48.2191,4.9117,0.596206,0.4478,0.5258,0.5662,0.6369,0.7023,0.7752,0.8788,0.9515,0.9996
21B,Indonesian,layer_23,mean,58.2715,5.8606,0.615474,0.4083,0.497,0.5421,0.6181,0.6878,0.7647,0.8734,0.9493,0.9996
21B,Indonesian,layer_24,mean,73.4578,7.4481,0.608096,0.3598,0.4578,0.5084,0.5913,0.667,0.7515,0.8682,0.9476,0.9996
21B,Indonesian,layer_25,mean,91.5664,10.1247,0.62274,0.3044,0.4158,0.4762,0.5712,0.6544,0.7455,0.8671,0.9476,0.9996
21B,Indonesian,layer_26,mean,115.7267,15.6292,0.643446,0.2368,0.3666,0.439,0.5501,0.6429,0.7415,0.8683,0.9489,0.9996
21B,Indonesian,layer_27,mean,134.0043,23.8333,0.653368,0.1737,0.3359,0.4202,0.5425,0.6399,0.7408,0.8689,0.9494,0.9996
21B,Indonesian,layer_28,mean,138.3309,29.9551,0.660247,0.1409,0.3208,0.4214,0.5528,0.6514,0.7492,0.8729,0.951,0.9997
21B,Indonesian,layer_29,mean,120.3377,22.2103,0.656983,0.1845,0.3496,0.4493,0.5763,0.6686,0.7602,0.8774,0.9525,0.9997
21B,Italian,layer_0,last,4.328,2.2909,1.363271,0.6409,0.9085,0.961,0.9889,0.995,0.9984,0.9997,0.9999,1.0
21B,Italian,layer_1,last,24.591,5.8699,1.015075,0.3745,0.6348,0.7072,0.8016,0.8668,0.9231,0.9757,0.9946,1.0
21B,Italian,layer_2,last,6.1115,2.0772,0.914468,0.6845,0.8399,0.8694,0.9104,0.9381,0.9618,0.9857,0.9962,1.0
21B,Italian,layer_3,last,3.2408,1.4771,0.891476,0.8207,0.903,0.9207,0.9454,0.9619,0.9761,0.9905,0.9973,1.0
21B,Italian,layer_4,last,2.9256,1.4053,0.859796,0.8422,0.9112,0.9279,0.9502,0.9654,0.9782,0.9911,0.9973,1.0
21B,Italian,layer_5,last,3.3405,1.4722,0.841486,0.8226,0.8965,0.9153,0.9405,0.9584,0.9735,0.9889,0.9966,1.0
21B,Italian,layer_6,last,3.8199,1.5474,0.830734,0.802,0.8816,0.903,0.9306,0.9506,0.9679,0.9862,0.9956,1.0
21B,Italian,layer_7,last,6.263,1.8755,0.812106,0.7275,0.8198,0.8485,0.8883,0.9191,0.9471,0.9771,0.9926,1.0
21B,Italian,layer_8,last,9.6725,2.286,0.778787,0.6577,0.7628,0.798,0.849,0.8896,0.9271,0.9678,0.9893,0.9999
