predictor,normalization,k,scope,checkpoint,n,spearman_r,spearman_p,pearson_r,pearson_p,layer_collapse,ckpt_collapse,t
rankme_src,row_norm,4,per_ckpt,step50000-tokens210B,90,-0.0792,0.7562,-0.099,0.6753,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step200000-tokens840B,90,-0.5354,0.005,-0.5294,0.004,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step350000-tokens1470B,90,-0.571,0.013,-0.572,0.01,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step500000-tokens2100B,90,-0.2477,0.2108,-0.3156,0.1628,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step650000-tokens2730B,90,-0.5878,0.001,-0.6127,0.001,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step800000-tokens3360B,90,0.0629,0.6623,0.0347,0.7782,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step950000-tokens3990B,90,-0.458,0.0709,-0.4117,0.1059,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step1432000-tokens6014B,90,-0.2903,0.1758,-0.2982,0.1668,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.6623,0.001,-0.6784,0.001,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.6011,0.003,-0.6137,0.002,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.5691,0.004,-0.5764,0.003,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step2150000-tokens11012B,90,0.1737,0.5345,0.0841,0.7493,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step2300000-tokens12272B,90,-0.5233,0.006,-0.5349,0.005,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.4952,0.002,-0.4614,0.002,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.6005,0.004,-0.595,0.004,average_predictors,none,0
rankme_src,row_norm,4,per_ckpt,main,90,-0.5994,0.004,-0.5946,0.005,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step50000-tokens210B,90,0.3423,0.1079,0.3465,0.1089,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step200000-tokens840B,90,-0.215,0.3477,-0.0999,0.6743,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step350000-tokens1470B,90,-0.4502,0.0539,-0.5371,0.013,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step500000-tokens2100B,90,-0.2583,0.2308,-0.2864,0.2358,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step650000-tokens2730B,90,-0.6221,0.001,-0.596,0.009,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step800000-tokens3360B,90,-0.3116,0.1908,-0.3471,0.1768,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step950000-tokens3990B,90,-0.5888,0.006,-0.5592,0.005,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step1432000-tokens6014B,90,-0.4297,0.038,-0.3947,0.0579,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step1700000-tokens7232B,90,-0.4064,0.0669,-0.4142,0.047,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step1850000-tokens8492B,90,-0.5364,0.004,-0.5302,0.001,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step2000000-tokens9752B,90,-0.3272,0.1269,-0.3562,0.0769,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step2150000-tokens11012B,90,-0.6474,0.006,-0.6529,0.005,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step2300000-tokens12272B,90,-0.5129,0.01,-0.5343,0.004,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.4663,0.005,-0.4432,0.005,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.6371,0.002,-0.6305,0.003,average_predictors,none,0
rankme_src,row_norm,8,per_ckpt,main,90,-0.5272,0.01,-0.5265,0.006,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step50000-tokens210B,90,-0.2806,0.3506,-0.4197,0.1429,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step200000-tokens840B,90,-0.3726,0.0699,-0.352,0.0729,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step350000-tokens1470B,90,-0.7752,0.003,-0.7995,0.001,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step500000-tokens2100B,90,-0.3684,0.046,-0.4001,0.044,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step650000-tokens2730B,90,-0.5853,0.005,-0.5638,0.013,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step800000-tokens3360B,90,-0.1213,0.6404,-0.1543,0.6004,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step950000-tokens3990B,90,-0.4313,0.0849,-0.4437,0.0689,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step1432000-tokens6014B,90,-0.4268,0.0509,-0.3926,0.0789,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step1700000-tokens7232B,90,-0.4222,0.022,-0.4027,0.031,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step1850000-tokens8492B,90,-0.3528,0.1099,-0.3651,0.0839,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step2000000-tokens9752B,90,-0.2892,0.1708,-0.2571,0.1558,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.5071,0.008,-0.4876,0.018,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step2300000-tokens12272B,90,-0.4118,0.046,-0.4092,0.0549,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step2450000-tokens13532B,90,-0.452,0.01,-0.4372,0.009,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,step2600000-tokens14792B,90,-0.5552,0.004,-0.5726,0.004,average_predictors,none,0
rankme_src,row_norm,16,per_ckpt,main,90,-0.4879,0.01,-0.515,0.007,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step50000-tokens210B,90,-0.0007,1.0,0.0339,0.8661,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step200000-tokens840B,90,0.4736,0.011,0.4804,0.008,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step350000-tokens1470B,90,0.5172,0.003,0.5388,0.001,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step500000-tokens2100B,90,0.2568,0.1958,0.2517,0.2388,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step650000-tokens2730B,90,0.4047,0.03,0.4252,0.028,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step800000-tokens3360B,90,-0.1388,0.5195,-0.1477,0.6194,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step950000-tokens3990B,90,0.2339,0.2967,0.2238,0.3307,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step1432000-tokens6014B,90,-0.1879,0.2797,-0.2439,0.1928,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step1700000-tokens7232B,90,0.3402,0.1229,0.389,0.0639,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step1850000-tokens8492B,90,0.2243,0.3297,0.1944,0.4056,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.0903,0.7083,-0.1001,0.6663,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step2150000-tokens11012B,90,0.0718,0.4855,0.0954,0.4136,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step2300000-tokens12272B,90,0.1483,0.4785,0.1459,0.5175,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step2450000-tokens13532B,90,0.3091,0.2428,0.2675,0.2897,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.059,0.7912,-0.1224,0.6743,average_predictors,none,0
rankme_src,col_norm,4,per_ckpt,main,90,-0.3007,0.0569,-0.3106,0.0839,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step50000-tokens210B,90,-0.06,0.7912,-0.0378,0.8771,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step200000-tokens840B,90,0.6191,0.004,0.6388,0.005,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step350000-tokens1470B,90,0.2931,0.1039,0.3568,0.047,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step500000-tokens2100B,90,0.3889,0.019,0.4114,0.014,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step650000-tokens2730B,90,0.361,0.0999,0.3796,0.0979,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step800000-tokens3360B,90,0.3544,0.004,0.2981,0.006,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step950000-tokens3990B,90,0.3083,0.0829,0.3583,0.044,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step1432000-tokens6014B,90,-0.0331,0.8961,-0.0433,0.8521,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step1700000-tokens7232B,90,0.4434,0.0559,0.4833,0.021,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step1850000-tokens8492B,90,0.063,0.7612,0.0873,0.6783,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step2000000-tokens9752B,90,0.4249,0.043,0.4477,0.026,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step2150000-tokens11012B,90,0.3805,0.042,0.4054,0.019,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step2300000-tokens12272B,90,0.3036,0.1608,0.3591,0.1099,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step2450000-tokens13532B,90,0.5084,0.014,0.4977,0.019,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,step2600000-tokens14792B,90,-0.1677,0.2567,-0.191,0.2537,average_predictors,none,0
rankme_src,col_norm,8,per_ckpt,main,90,-0.1462,0.4356,-0.1354,0.3896,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step50000-tokens210B,90,0.1032,0.3896,0.1298,0.2817,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step200000-tokens840B,90,0.5142,0.011,0.5462,0.005,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step350000-tokens1470B,90,0.4809,0.009,0.4724,0.003,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step500000-tokens2100B,90,0.2729,0.1469,0.3061,0.1089,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step650000-tokens2730B,90,0.4153,0.036,0.4686,0.019,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step800000-tokens3360B,90,-0.1519,0.3616,-0.1463,0.3946,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step950000-tokens3990B,90,0.2135,0.2887,0.2549,0.2348,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step1432000-tokens6014B,90,-0.298,0.2318,-0.3206,0.1748,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step1700000-tokens7232B,90,0.5267,0.02,0.5709,0.005,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step1850000-tokens8492B,90,0.205,0.3227,0.2327,0.2448,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step2000000-tokens9752B,90,0.3656,0.0699,0.4187,0.05,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step2150000-tokens11012B,90,0.3403,0.0919,0.3673,0.0719,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step2300000-tokens12272B,90,0.2925,0.2218,0.319,0.1778,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step2450000-tokens13532B,90,0.5048,0.012,0.5131,0.02,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,step2600000-tokens14792B,90,-0.0546,0.7423,-0.0167,0.9251,average_predictors,none,0
rankme_src,col_norm,16,per_ckpt,main,90,0.1408,0.3926,0.1396,0.3576,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step50000-tokens210B,90,0.0658,0.5135,0.0837,0.3926,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step200000-tokens840B,90,0.4874,0.024,0.4358,0.045,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step350000-tokens1470B,90,0.463,0.008,0.4714,0.007,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step500000-tokens2100B,90,0.5462,0.021,0.4986,0.02,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step650000-tokens2730B,90,0.6056,0.007,0.5872,0.01,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step800000-tokens3360B,90,0.1706,0.0899,0.2029,0.1059,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step950000-tokens3990B,90,0.3925,0.038,0.4141,0.036,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step1432000-tokens6014B,90,0.4578,0.05,0.4047,0.0829,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step1700000-tokens7232B,90,0.5294,0.01,0.5383,0.006,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step1850000-tokens8492B,90,0.4131,0.0569,0.375,0.0759,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step2000000-tokens9752B,90,0.5578,0.007,0.5471,0.006,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step2150000-tokens11012B,90,0.164,0.3017,0.2066,0.2038,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step2300000-tokens12272B,90,0.5279,0.022,0.5379,0.021,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step2450000-tokens13532B,90,0.6675,0.002,0.6646,0.003,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,step2600000-tokens14792B,90,0.5458,0.003,0.5446,0.003,average_predictors,none,0
rankme_tgt,row_norm,4,per_ckpt,main,90,0.586,0.003,0.5478,0.004,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step50000-tokens210B,90,-0.219,0.014,-0.2448,0.008,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step200000-tokens840B,90,0.4819,0.015,0.4279,0.049,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step350000-tokens1470B,90,0.3945,0.02,0.4248,0.006,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step500000-tokens2100B,90,0.5504,0.016,0.5337,0.008,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step650000-tokens2730B,90,0.4465,0.029,0.4387,0.033,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step800000-tokens3360B,90,0.2001,0.1658,0.1665,0.2078,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step950000-tokens3990B,90,0.4773,0.007,0.4699,0.007,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step1432000-tokens6014B,90,0.4991,0.023,0.5066,0.017,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step1700000-tokens7232B,90,0.5026,0.025,0.5362,0.017,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step1850000-tokens8492B,90,0.4201,0.0619,0.4337,0.0519,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step2000000-tokens9752B,90,0.4404,0.0599,0.4578,0.0539,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step2150000-tokens11012B,90,0.3731,0.03,0.3889,0.028,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step2300000-tokens12272B,90,0.5238,0.021,0.5342,0.017,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step2450000-tokens13532B,90,0.64,0.008,0.6495,0.009,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,step2600000-tokens14792B,90,0.5856,0.006,0.5815,0.006,average_predictors,none,0
rankme_tgt,row_norm,8,per_ckpt,main,90,0.624,0.006,0.6303,0.006,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step50000-tokens210B,90,0.1203,0.1389,0.1548,0.0639,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step200000-tokens840B,90,0.4822,0.047,0.4442,0.0769,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step350000-tokens1470B,90,0.384,0.006,0.4161,0.005,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step500000-tokens2100B,90,0.6147,0.006,0.5806,0.007,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step650000-tokens2730B,90,0.4848,0.016,0.4486,0.024,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step800000-tokens3360B,90,0.0582,0.6414,0.0807,0.4905,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step950000-tokens3990B,90,0.3232,0.0579,0.357,0.032,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step1432000-tokens6014B,90,0.4746,0.034,0.4619,0.048,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step1700000-tokens7232B,90,0.5204,0.03,0.5134,0.029,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step1850000-tokens8492B,90,0.3776,0.0759,0.4197,0.0609,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step2000000-tokens9752B,90,0.4034,0.0879,0.4404,0.0869,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step2150000-tokens11012B,90,0.5876,0.004,0.5943,0.002,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step2300000-tokens12272B,90,0.4786,0.036,0.4827,0.036,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step2450000-tokens13532B,90,0.6335,0.006,0.6199,0.008,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,step2600000-tokens14792B,90,0.6141,0.005,0.6034,0.005,average_predictors,none,0
rankme_tgt,row_norm,16,per_ckpt,main,90,0.5979,0.013,0.607,0.009,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step50000-tokens210B,90,-0.0193,0.9441,-0.0405,0.8641,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step200000-tokens840B,90,-0.5102,0.033,-0.5326,0.02,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step350000-tokens1470B,90,-0.5924,0.008,-0.5981,0.005,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step500000-tokens2100B,90,-0.0926,0.7343,-0.0923,0.7512,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step650000-tokens2730B,90,-0.4408,0.1209,-0.4272,0.1209,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step800000-tokens3360B,90,0.3245,0.0519,0.2985,0.1189,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step950000-tokens3990B,90,-0.2122,0.3876,-0.214,0.3766,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step1432000-tokens6014B,90,0.3716,0.1978,0.3159,0.2727,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.474,0.039,-0.516,0.022,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step1850000-tokens8492B,90,-0.4416,0.0669,-0.4628,0.0569,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step2000000-tokens9752B,90,0.0695,0.8032,0.0465,0.8591,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step2150000-tokens11012B,90,0.3649,0.1958,0.2599,0.3686,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step2300000-tokens12272B,90,-0.0754,0.8002,-0.1195,0.6713,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step2450000-tokens13532B,90,0.1387,0.4855,0.1762,0.4056,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,step2600000-tokens14792B,90,0.0279,0.8941,0.0561,0.7952,average_predictors,none,0
rankme_tgt,col_norm,4,per_ckpt,main,90,0.1558,0.4935,0.2157,0.3067,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step50000-tokens210B,90,0.1249,0.6384,0.0885,0.7762,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step200000-tokens840B,90,-0.3659,0.0759,-0.3334,0.0799,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step350000-tokens1470B,90,-0.4015,0.1279,-0.4283,0.0939,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step500000-tokens2100B,90,-0.1488,0.6094,-0.1435,0.6284,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step650000-tokens2730B,90,-0.5571,0.027,-0.503,0.0539,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step800000-tokens3360B,90,-0.4609,0.038,-0.4551,0.042,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step950000-tokens3990B,90,-0.4188,0.1009,-0.455,0.0669,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step1432000-tokens6014B,90,0.1068,0.6923,0.1469,0.5884,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step1700000-tokens7232B,90,-0.2584,0.2677,-0.3552,0.1409,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step1850000-tokens8492B,90,-0.1433,0.5754,-0.1799,0.4755,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step2000000-tokens9752B,90,-0.2528,0.2757,-0.2805,0.2537,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step2150000-tokens11012B,90,-0.6146,0.005,-0.6615,0.001,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step2300000-tokens12272B,90,-0.2809,0.2438,-0.3431,0.1558,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step2450000-tokens13532B,90,-0.0169,0.9371,0.0075,0.97,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,step2600000-tokens14792B,90,0.0437,0.8831,0.0761,0.7872,average_predictors,none,0
rankme_tgt,col_norm,8,per_ckpt,main,90,0.3564,0.1978,0.4416,0.1379,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step50000-tokens210B,90,-0.2569,0.4256,-0.3472,0.2627,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step200000-tokens840B,90,-0.4267,0.049,-0.4596,0.036,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step350000-tokens1470B,90,-0.6728,0.003,-0.7236,0.001,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step500000-tokens2100B,90,-0.106,0.7083,-0.1114,0.6933,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step650000-tokens2730B,90,-0.5759,0.014,-0.563,0.014,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step800000-tokens3360B,90,0.1191,0.6833,0.0994,0.7473,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step950000-tokens3990B,90,-0.3057,0.2288,-0.3254,0.1938,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step1432000-tokens6014B,90,0.3479,0.1568,0.4051,0.1159,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step1700000-tokens7232B,90,-0.4222,0.043,-0.4281,0.042,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step1850000-tokens8492B,90,-0.1121,0.6843,-0.1672,0.5455,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step2000000-tokens9752B,90,-0.1707,0.4765,-0.2064,0.3936,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step2150000-tokens11012B,90,-0.2292,0.2787,-0.2128,0.3237,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step2300000-tokens12272B,90,-0.1692,0.4226,-0.1891,0.4176,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step2450000-tokens13532B,90,-0.138,0.5495,-0.0516,0.8092,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,step2600000-tokens14792B,90,0.1794,0.4855,0.1684,0.5315,average_predictors,none,0
rankme_tgt,col_norm,16,per_ckpt,main,90,0.1191,0.6503,0.1638,0.5604,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step50000-tokens210B,90,-0.0958,0.2478,-0.1293,0.1528,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step200000-tokens840B,90,-0.0822,0.1299,-0.1486,0.024,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step350000-tokens1470B,90,-0.0493,0.5055,-0.0731,0.2108,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step500000-tokens2100B,90,0.1199,0.0729,0.0434,0.4875,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step650000-tokens2730B,90,-0.0345,0.4136,-0.0985,0.048,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step800000-tokens3360B,90,0.0513,0.5884,0.0768,0.4815,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step950000-tokens3990B,90,0.0567,0.1209,0.0862,0.046,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step1432000-tokens6014B,90,0.0634,0.3037,0.113,0.1309,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step1700000-tokens7232B,90,-0.0659,0.1868,0.0132,0.9281,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step1850000-tokens8492B,90,0.0338,0.5115,0.0071,0.8462,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step2000000-tokens9752B,90,-0.0045,0.8721,0.0234,0.3427,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step2150000-tokens11012B,90,0.0202,0.7043,0.018,0.7233,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step2300000-tokens12272B,90,0.0218,0.5325,0.0377,0.3267,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step2450000-tokens13532B,90,-0.017,0.9151,-0.0007,0.9261,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,step2600000-tokens14792B,90,-0.0185,0.6384,0.0119,0.7582,average_predictors,none,0
abs_diff,row_norm,4,per_ckpt,main,90,0.0232,0.3397,0.03,0.2008,average_predictors,none,0
abs_diff,row_norm,8,per_ckpt,step50000-tokens210B,90,0.1135,0.2567,0.1977,0.0509,average_predictors,none,0
abs_diff,row_norm,8,per_ckpt,step200000-tokens840B,90,-0.0974,0.1888,-0.0557,0.4835,average_predictors,none,0
abs_diff,row_norm,8,per_ckpt,step350000-tokens1470B,90,-0.1701,0.007,-0.2608,0.001,average_predictors,none,0
abs_diff,row_norm,8,per_ckpt,step500000-tokens2100B,90,0.0183,0.5774,-0.0428,0.6893,average_predictors,none,0
abs_diff,row_norm,8,per_ckpt,step650000-tokens2730B,90,-0.0246,0.6513,-0.0277,0.5664,average_predictors,none,0
abs_diff,row_norm,8,per_ckpt,step800000-tokens3360B,90,0.0837,0.3137,0.0559,0.5035,average_predictors,none,0
abs_diff,row_norm,8,per_ckpt,step950000-tokens3990B,90,0.0375,0.3566,0.0063,0.8382,average_predictors,none,0
abs_diff,row_norm,8,per_ckpt,step1432000-tokens6014B,90,0.1098,0.014,0.1147,0.01,average_predictors,none,0
abs_diff,row_norm,8,per_ckpt,step1700000-tokens7232B,90,0.0323,0.4735,0.0807,0.1249,average_predictors,none,0
abs_diff,row_norm,8,per_ckpt,step1850000-tokens8492B,90,0.0211,0.7253,0.0085,0.7552,average_predictors,none,0
abs_diff,row_norm,8,per_ckpt,step2000000-tokens9752B,90,-0.1104,0.047,-0.0556,0.4176,average_predictors,none,0
